Facility_Name,Ownership_Type
LOWER FATIMA BARANGAY HEALTH STATION,Government
LU MEDICAL AND DIAGNOSTIC CLINIC,Private
MABUHAY BARANGAY HEALTH STATION,Government
MEDSCREEN DIAGNOSTIC LABORATORY,Private
MEDZONE DIAGNOSTIC CENTER,Private
MEDZONE DIAGNOSTIC CENTER,Private
MIRA LABORATORY,Private
MRA MEDICAL LABORATORY AND DIAGNOSTIC CENTER,Private
NEOLAB MEDICAL AND DIAGNOSTIC CENTER,Private
NEW MABUHAY BARANGAY HEALTH STATION,Government
"NURSIA DIALYSIS, INC.",Private
OLYMPOG BARANGAY HEALTH STATION,Government
ONPOINT 8 LABORATORIES INC.,Private
"ONPOINT 8 LABORATORIES, INC.",Private
PHILIPPINE RED CROSS-GENERAL  SANTOS CITY BLOOD CENTER,Private
PINILI BIOCARE MEDICAL LABORATORY,Private
PUROK MALAKAS BARANGAY HEALTH STATION,Government
REALAB MEDICAL AND LABORATORY SERVICES,Private
REDLINE-A LABORATORY AND DIAGNOSTIC CENTER,Private
SAN ISIDRO RURAL HEALTH UNIT,Government
SAN JOSE BARANGAY HEALTH STATION,Government
SINAWAL BARANGAY HEALTH STATION,Government
"SINGAPORE MEDICAL LABORATORIES, INC.",Private
SOCSARGEN COUNTY HOSPITAL,Private
SOCSARGEN COUNTY HOSPITAL,Private
SOLEDAD ESTATE BARANGAY HEALTH STATION,Government
SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY,Private
ST. ELIZABETH HOSPITAL,Private
"ST. ELIZABETH HOSPITAL, INC.",Private
"ST. ELIZABETH HOSPITAL, INC.",Private
"ST. ELIZABETH HOSPITAL, INC.",Private
"STEADFAST CLINICAL LABORATORY AND IMAGING SERVICES, INC.",Private
"SURMEDICO HEALTH RESOURCES COMPANY, INC.",Private
TAMBLER RURAL HEALTH UNIT,Government
THE MEDICAL CITY CLINICS,Private
TINAGACAN RURAL HEALTH UNIT,Government
TOWNSQUARE DRUG TEST CENTER,Private
TRUE LAB CLINIC,Private
TUFAMATO DIALYSIS AND WELLNESS CENTER,Private
UPPER LABAY BARANGAY HEALTH STATION,Government
"UROLOGY CENTER OF SOCSKSARGEN,  INC.",Private
VIDA DIALYSIS CENTER PHILS.,Private
"VITALAB HEALTHCARE, INC.",Private
"VITALAB HEALTHCARE, INC.",Private
WEST RURAL HEALTH UNIT,Government
YAP CLINIC AND PHARMACY,Private
ALAMADA MUNICIPAL BIRTHING HOME,Government
ALAMADA MUNICIPAL HEALTH OFFICE,Government
ALAMADA PROVINCIAL COMMUNITY HOSPITAL,Government
BAO BARANGAY HEALTH STATION,Government
BARANGIRAN BARANGAY HEALTH STATION,Government
CAMANSI BARANGAY HEALTH STATION,Government
GUILING BARANGAY HEALTH STATION,Government
KITACUBONG BARANGAY HEALTH STATION,Government
LOWER DADO BARANGAY HEALTH STATION,Government
MACABASA BARANGAY HEALTH STATION,Government
MALITUBOG BARANGAY HEALTH STATION,Government
MAPUROK BARANGAY HEALTH STATION,Government
MIRASOL BARANGAY HEALTH STATION,Government
PACAO BARANGAY HEALTH STATION,Government
PARUAYAN BARANGAY HEALTH STATION,Government
PIGCAWARAN BARANGAY HEALTH STATION,Government
POLAYAGAN BARANGAY HEALTH STATION,Government
RANGAYEN BARANGAY HEALTH STATION,Government
RARADANGAN BARANGAY HEALTH STATION,Government
RCI HEALTH CARE AND WELLNESS OPC,Private
UPPER DADO BARANGAY HEALTH STATION,Government
V & Y DIAGNOSTIC LABORATORY,Private
ALEOSAN DISTRICT HOSPITAL,Government
ALEOSAN MUNICIPAL HEALTH OFFICE,Government
BAGOLIBAS BARANGAY HEALTH STATION,Government
CAWILIHAN BARANGAY HEALTH STATION,Government
DUALING BARANGAY HEALTH STATION,Government
KATALICANAN BARANGAY HEALTH STATION,Government
LAWILI BARANGAY HEALTH STATION,Government
LOWER MINGADING BARANGAY HEALTH STATION,Government
LUANAN BARANGAY HEALTH STATION,Government
MALAPANG BARANGAY HEALTH STATION,Government
NEW LEON BARANGAY HEALTH STATION,Government
NEW PANAY BARANGAY HEALTH STATION,Government
PAGANGAN BARANGAY HEALTH STATION,Government
PALACAT BARANGAY HEALTH STATION,Government
PENTIL BARANGAY HEALTH STATION,Government
REM LABORATORY,Private
SAN MATEO BARANGAY HEALTH STATION,Government
SANTA CRUZ BARANGAY HEALTH STATION,Government
TOMADO BARANGAY HEALTH STATION,Government
UPPER MINGADING BARANGAY HEALTH STATION,Government
ANTIPAS BIRTHING HOME,Government
ANTIPAS CLINICAL LABORATORY,Government
"ANTIPAS MEDICAL SPECIALISTS HOSPITAL, INC.",Private
ANTIPAS RURAL HEALTH UNIT,Government
ARAKAN VALLEY DISTRICT HOSPITAL,Government
B. CADUNGON BARANGAY HEALTH STATION,Government
CAMUTAN BARANGAY HEALTH STATION,Government
CANAAN BARANGAY HEALTH STATION,Government
DATU AGOD BARANGAY HEALTH STATION,Government
DOLORES BARANGAY HEALTH STATION,Government
KIYAAB BARANGAY HEALTH STATION,Government
LUHONG BARANGAY HEALTH STATION,Government
MAGSAYSAY BARANGAY HEALTH STATION,Government
MALANGAG BARANGAY HEALTH STATION,Government
MALATAB BARANGAY HEALTH STATION,Government
MALIRE BARANGAY HEALTH STATION,Government
NEW PONTEVEDRA BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
THE FIRST LAB DIAGNOSTIC CO.,Private
A. EBON DIAGNOSTIC CENTER,Private
ALLAB BARANGAY HEALTH STATION,Government
ANAPOLON BARANGAY HEALTH STATION,Government
ARAKAN BALAY PAANAKAN,Private
ARAKAN RURAL HEALTH UNIT,Government
BADIANGON BARANGAY HEALTH STATION,Government
BINOONGAN BARANGAY HEALTH STATION,Government
DALLAG BARANGAY HEALTH STATION,Government
DATU LADAYON BARANGAY HEALTH STATION,Government
DATU MATANGKIL BARANGAY HEALTH STATION,Government
DOROLUMAN BARANGAY HEALTH STATION,Government
GAMBUDES BARANGAY HEALTH STATION,Government
GANATAN BARANGAY HEALTH STATION,Government
GREENFIELD BARANGAY HEALTH STATION,Government
KABALANTIAN BARANGAY HEALTH STATION,Government
KATIPUNAN BARANGAY HEALTH STATION,Government
KINAWAYAN BARANGAY HEALTH STATION,Government
KULAMAN VALLEY BARANGAY HEALTH STATION,Government
LANAO KURAN BARANGAY HEALTH STATION,Government
LIBERTAD BARANGAY HEALTH STATION,Government
MAKALANGOT BARANGAY HEALTH STATION,Government
MALIBATUAN BARANGAY HEALTH STATION,Government
MEOCAN BARANGAY HEALTH STATION,Government
NAJE BARANGAY HEALTH STATION,Government
NAPALICO BARANGAY HEALTH STATION,Government
SALASANG BARANGAY HEALTH STATION,Government
SAN MIGUEL BARANGAY HEALTH STATION,Government
SANTO NIÑO BARANGAY HEALTH STATION,Government
SUMALILI BARANGAY HEALTH STATION,Government
TUMANDING BARANGAY HEALTH STATION,Government
BANISILAN MUNICIPAL HEALTH OFFICE,Government
BANISILAN POBLACION BARANGAY HEALTH STATION,Government
BUSAON BARANGAY HEALTH STATION,Government
CAPAYANGAN BARANGAY HEALTH STATION,Government
CARUGMANAN BARANGAY HEALTH STATION,Government
GASTAV BARANGAY HEALTH STATION,Government
KALAWAIG BARANGAY HEALTH STATION,Government
KIARING BARANGAY HEALTH STATION,Government
MALAGAP BARANGAY HEALTH STATION,Government
MALINAO BARANGAY HEALTH STATION,Government
MIGUEL MACASARTE BARANGAY HEALTH STATION,Government
PANTAR BARANGAY HEALTH STATION,Government
PARADISE BARANGAY HEALTH STATION,Government
PINAMULAAN BARANGAY HEALTH STATION,Government
POBLACION II BARANGAY HEALTH STATION,Government
PUTING-BATO BARANGAY HEALTH STATION,Government
SALAMA BARANGAY HEALTH STATION,Government
THAILAND BARANGAY HEALTH STATION,Government
TINIMBACAN BARANGAY HEALTH STATION,Government
TUMBAO-CAMALIG BARANGAY HEALTH STATION,Government
WADYA BARANGAY HEALTH STATION,Government
AROMAN BARANGAY HEALTH STATION,Government
BENTANGAN BARANGAY HEALTH STATION,Government
CADIIS BARANGAY HEALTH STATION,Government
CARMEN MUNICIPAL HOSPITAL,Government
CARMEN RURAL HEALTH UNIT,Government
GENERAL LUNA BARANGAY HEALTH STATION,Government
KATANAYANAN BARANGAY HEALTH STATION,Government
KIBENES BARANGAY HEALTH STATION,Government
KIBUGTONGAN BARANGAY HEALTH STATION,Government
KILALA BARANGAY HEALTH STATION,Government
KIMADZIL BARANGAY HEALTH STATION,Government
LANOON BARANGAY HEALTH STATION,Government
LILIONGAN BARANGAY HEALTH STATION,Government
MACABENBAN BARANGAY HEALTH STATION,Government
MALAPAG BARANGAY HEALTH STATION,Government
MANILI BARANGAY HEALTH STATION,Government
PALANGGALAN BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
RANZO BARANGAY HEALTH STATION,Government
RHU CARMEN BIRTHING FACILITY,Government
TACUPAN BARANGAY HEALTH STATION,Government
TAMBAD BARANGAY HEALTH STATION,Government
TONGANON BARANGAY HEALTH STATION,Government
UGALINGAN (LUMAYONG) BARANGAY HEALTH STATION,Government
AMAS BARANGAY HEALTH STATION,Government
AMAZION BARANGAY HEALTH STATION,Government
AVITUS KIDNEY CARE AND DIALYSIS CENTER CORPORATION,Private
BALABAG BARANGAY HEALTH STATION,Government
BALINDOG BARANGAY HEALTH STATION,Government
BINOLIGAN BARANGAY HEALTH STATION,Government
BIRADA BARANGAY HEALTH STATION,Government
COTABATO PROVINCIAL DEPARTMENT OF HEALTH OFFICE,Government
COTABATO PROVINCIAL HOSPITAL,Government
"DAVAO SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY, INC.",Private
"DAVAO SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY, INC.",Private
EXCELLAB DIAGNOSTIC CENTER,Private
EXCELLAB DIAGNOSTIC CENTER,Private
GAYOLA BARANGAY HEALTH STATION,Government
GINATILAN BARANGAY HEALTH STATION,Government
HALILI DRUG TEST CENTER,Private
ILOMAVIS BARANGAY HEALTH STATION,Government
INDANGAN BARANGAY HEALTH STATION,Government
JUNCTION BARANGAY HEALTH STATION,Government
KALAISAN BARANGAY HEALTH STATION,Government
KALASUYAN BARANGAY HEALTH STATION,Government
KATIPUNAN BARANGAY HEALTH STATION,Government
KIDAPAWAN CITY BLOOD CENTER,Private
KIDAPAWAN CITY DRUG TESTING LABORATORY,Government
KIDAPAWAN CITY HEALTH OFFICE,Government
KIDAPAWAN CITY HEALTH OFFICE (CHO) BIRTHING CENTER,Government
KIDAPAWAN CITY HOSPITAL,Government
KIDAPAWAN CITY MATERNITY CENTER,Private
KIDAPAWAN CITY MOLECULAR LABORATORY,Government
"KIDAPAWAN DOCTORS HOSPITAL, INC.",Private
"KIDAPAWAN MEDICAL SPECIALIST CENTER, INC.",Private
LA PRIMERA MEDILAB,Private
LANAO BARANGAY HEALTH STATION,Government
LINANGCOB BARANGAY HEALTH STATION,Government
LOPEZ LYING-IN CLINIC,Private
LUVIMIN BARANGAY HEALTH STATION,Government
M/S DRUG TESTING CENTER,Private
MACEBOLIG BARANGAY HEALTH STATION,Government
"MADONNA MEDICAL CENTER, INC.",Private
MAGSAYSAY BARANGAY HEALTH STATION,Government
MALINAN BARANGAY HEALTH STATION,Government
MANONGOL BARANGAY HEALTH STATION,Government
MANUEL HOSPITAL,Private
MARBEL (EMBAC) BARANGAY HEALTH STATION,Government
MATEO BARANGAY HEALTH STATION,Government
MEOHAO BARANGAY HEALTH STATION,Government
MIDWAY HOSPITAL,Private
MT. APO BIRTHING HOME AND CLINIC,Private
MUA-AN BARANGAY HEALTH STATION,Government
NEW BOHOL BARANGAY HEALTH STATION,Government
NUANGAN BARANGAY HEALTH STATION,Government
ONICA BARANGAY HEALTH STATION,Government
PACO BARANGAY HEALTH STATION,Government
PARA-MED DIAGNOSIS CENTER CORPORATION,Private
PATADON (PATADON EAST) BARANGAY HEALTH STATION,Government
PEREZ BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
PRIME HEALTH DIAGNOSTIC AND LABORATORY CORPORATION,Private
PUERICARE BIRTHING CENTER,Private
RAPHA DIAGNOSTIC LABORATORY,Private
RUMERAZ DIAGNOSTIC LABORATORY,Private
RUMERAZ DIAGNOSTIC LABORATORY,Private
SAN ISIDRO BARANGAY HEALTH STATION,Government
SAN ROQUE BARANGAY HEALTH STATION,Government
SANTO NIÑO BARANGAY HEALTH STATION,Government
SIBAWAN BARANGAY HEALTH STATION,Government
SIKITAN BARANGAY HEALTH STATION,Government
SINGAO BARANGAY HEALTH STATION,Government
SPRINGSIDE MEDICAL SERVICES COOPERATIVE,Private
ST. PEREGRINE HOSPITAL,Private
ST. PEREGRINE LABORATORY,Private
SUDAPIN BARANGAY HEALTH STATION,Government
SUMBAC BARANGAY HEALTH STATION,Government
TEMBZ DRUG TESTING CENTER,Private
"UNITED DOCTORS HOSPITAL OF KIDAPAWAN, INC.",Private
ANULAO ST. MICHAEL MEDICAL CLINIC AND HOSPITAL,Private
ARINGAY BARANGAY HEALTH STATION,Government
AVITUS DAVAO DIALYSIS CENTER CORP.,Private
BANGILAN BARANGAY HEALTH STATION,Government
BANNAWAG BARANGAY HEALTH STATION,Government
CUYAPON BARANGAY HEALTH STATION,Government
DAGUPAN BARANGAY HEALTH STATION,Government
DESERET SURGIMED HOSPITAL,Private
"DR. ALEJANDRO L. DOMINGO, JR.",Private
DR. R.A.M. ALBUTRA GENERAL HOSPITAL,Private
GUILLERMO'S BIRTHING HOME,Private
IMMACULATE DRUG TESTING CENTER,Private
KABACAN POLYMEDIC COOPERATIVE HOSPITAL,Private
KABACAN RURAL HEALTH UNIT,Government
KATIDTUAN BARANGAY HEALTH STATION,Government
KAYAGA BARANGAY HEALTH STATION,Government
KILAGASAN BARANGAY HEALTH STATION,Government
MAGATOS BARANGAY HEALTH STATION,Government
MALAMOTE BARANGAY HEALTH STATION,Government
MALANDUAGUE BARANGAY HEALTH STATION,Government
"MINDANAO DOCTORS HOSPITAL AND CANCER CENTER, INC.",Private
OSIAS BARANGAY HEALTH STATION,Government
PAATAN LOWER BARANGAY HEALTH STATION,Government
PAATAN UPPER BARANGAY HEALTH STATION,Government
PISAN BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
SALAPUNGAN BARANGAY HEALTH STATION,Government
SKILLED BIRTH ATTENDANT FACILITY,Government
SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY,Private
"SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY, INC.",Private
UNIVERSITY OF SOUTHERN MINDANAO (USM) HOSPITAL,Government
A-CARE LABORATORY AND DIAGNOSTIC CENTER,Private
ABAGA BARANGAY HEALTH STATION,Government
BAGUER BARANGAY HEALTH STATION,Government
BAGUER BIRTHING CLINIC,Private
BARONGIS BARANGAY HEALTH STATION,Government
BATIOCAN BARANGAY HEALTH STATION,Government
CABARUYAN BARANGAY HEALTH STATION,Government
CABPANGI BARANGAY HEALTH STATION,Government
DEMAPACO BARANGAY HEALTH STATION,Government
"DR. RAMON PESANTE CLINIC AND HOSPITAL, INC.",Private
EDEN P. MENDOZA WELL FAMILY MIDWIFE CLINIC,Private
GOOD SAMARITAN BIRTHING HOME,Private
GREBONA BARANGAY HEALTH STATION,Government
GUMAGA BARANGAY HEALTH STATION,Government
KAPAYAWI BARANGAY HEALTH STATION,Government
KILOYAO BARANGAY HEALTH STATION,Government
KITUBOD BARANGAY HEALTH STATION,Government
LIBUNGAN MUNICIPAL HEALTH OFFICE,Government
MALENGEN BARANGAY HEALTH STATION,Government
MONTAY BARANGAY HEALTH STATION,Government
MOUNT OF BLESSINGS HOSPITAL,Private
MOUNT OF FAITH BIRTHING HOME,Private
NICA-AN BARANGAY HEALTH STATION,Government
PALAO BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
"RAYRAY GENERAL HOSPITAL, INC.",Private
SINAPANGAN BARANGAY HEALTH STATION,Government
SINAWINGAN BARANGAY HEALTH STATION,Government
ULAMIAN BARANGAY HEALTH STATION,Government
ACED LABORATORY AND DIAGNOSTIC CENTER,Private
BAGONTAPAY BARANGAY HEALTH STATION,Government
BIALONG BARANGAY HEALTH STATION,Government
"BIRHEN DE LOS MILAGROS HOSPITAL, INC.",Private
BUAYAN BARANGAY HEALTH STATION,Government
CALUNASAN BARANGAY HEALTH STATION,Government
CEM MEDICAL SPECIALIST HOSPITAL,Private
DAGONG BARANGAY HEALTH STATION,Government
DALIPE BARANGAY HEALTH STATION,Government
DUNGO-AN BARANGAY HEALTH STATION,Government
GAUNAN BARANGAY HEALTH STATION,Government
INAS BARANGAY HEALTH STATION,Government
KATIPUNAN BARANGAY HEALTH STATION,Government
LA FORTUNA BARANGAY HEALTH STATION,Government
LA SUERTE BARANGAY HEALTH STATION,Government
LANGKONG BARANGAY HEALTH STATION,Government
LEPAGA BARANGAY HEALTH STATION,Government
LIBOO BARANGAY HEALTH STATION,Government
LIKA BARANGAY HEALTH STATION,Government
LUZ VILLAGE BARANGAY HEALTH STATION,Government
M'LANG BIRTHING HOME,Government
M'LANG DISTRICT HOSPITAL,Government
M'LANG GOOD SAMARITAN HOSPITAL,Private
"M'LANG POLYMEDIC HOSPITAL, INC.",Private
M'LANG RURAL HEALTH UNIT,Government
MAGALLON BARANGAY HEALTH STATION,Government
MALAYAN BARANGAY HEALTH STATION,Government
MLANG DIAGNOSTIC AND DRUG TESTING CENTER,Private
MLANG DISTRICT HOSPITAL,Government
MLANG DISTRICT HOSPITAL,Government
MLANG GOOD SAMARITAN HOSPITAL CO.,Private
"MLANG SPECIALISTS MEDICAL CENTER (MSMC), INC.",Private
"MLANG SPECIALISTS MEDICAL CENTER, INC.",Private
NEW ANTIQUE BARANGAY HEALTH STATION,Government
NEW BARBAZA BARANGAY HEALTH STATION,Government
NEW CONSOLACION BARANGAY HEALTH STATION,Government
NEW ESPERANZA BARANGAY HEALTH STATION,Government
NEW JANIUAY BARANGAY HEALTH STATION,Government
NEW KALIBO BARANGAY HEALTH STATION,Government
NEW LAWA-AN BARANGAY HEALTH STATION,Government
NEW RIZAL BARANGAY HEALTH STATION,Government
NUEVA VIDA BARANGAY HEALTH STATION,Government
PAG-ASA BARANGAY HEALTH STATION,Government
PALMA-PEREZ BARANGAY HEALTH STATION,Government
POBLACION B BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
PULANG-LUPA BARANGAY HEALTH STATION,Government
RHU MLANG CLINICAL LABORATORY,Government
ROLDAN MEDICAL CLINIC AND HOSPITAL,Private
SANGAT BARANGAY HEALTH STATION,Government
TAWANTAWAN BARANGAY HEALTH STATION,Government
TIBAO BARANGAY HEALTH STATION,Government
UGPAY BARANGAY HEALTH STATION,Government
ALIBAYON BARANGAY HEALTH STATION,Government
AMABEL BARANGAY HEALTH STATION,Government
BAGUMBAYAN BARANGAY HEALTH STATION,Government
BALITE BARANGAY HEALTH STATION,Government
BANGKAL BARANGAY HEALTH STATION,Government
BANTAC BARANGAY HEALTH STATION,Government
BASAK BARANGAY HEALTH STATION,Government
BINAY BARANGAY HEALTH STATION,Government
BONGOLANON BARANGAY HEALTH STATION,Government
CAMANO MATERNITY AND FAMILY PLANNING CLINIC,Private
DATU CELO BARANGAY HEALTH STATION,Government
DEL PILAR BARANGAY HEALTH STATION,Government
DELLY DELFIN LORCA HEALTHCARE CENTER,Private
DOLES BARANGAY HEALTH CENTER,Government
DON PANACA BARANGAY HEALTH STATION,Government
GUBATAN BARANGAY HEALTH STATION,Government
ILIAN BARANGAY HEALTH STATION,Government
IMAMALING BARANGAY HEALTH STATION,Government
INAC BARANGAY HEALTH STATION,Government
KAMADA BARANGAY HEALTH STATION,Government
KAUSWAGAN BARANGAY HEALTH STATION,Government
KINARUM BARANGAY HEALTH STATION,Government
KISANDAL BARANGAY HEALTH STATION,Government
MAGCAALAM BARANGAY HEALTH STATION,Government
MAGPET RURAL HEALTH UNIT,Government
MAGPET RURAL HEALTH UNIT BIRTHING HOME,Government
MAHONGCOG BARANGAY HEALTH STATION,Government
MANOBISA BARANGAY HEALTH STATION,Government
MANOBO BARANGAY HEALTH STATION,Government
NOA BARANGAY HEALTH STATION,Government
OWAS BARANGAY HEALTH STATION,Government
PANGAO-AN BARANGAY HEALTH STATION,Government
POBLACION Barangay Health Station,Government
SALLAB BARANGAY HEALTH STATION,Government
TAGBAC BARANGAY HEALTH STATION,Government
TEMPORAN BARANGAY HEALTH STATION,Government
BATASAN BARANGAY HEALTH STATION,Government
BATO BARANGAY HEALTH STATION,Government
BIANGAN BARANGAY HEALTH STATION,Government
BUENA VIDA BARANGAY HEALTH STATION,Government
BUHAY BARANGAY HEALTH STATION,Government
BULAKANON BARANGAY HEALTH STATION,Government
CABILAO BARANGAY HEALTH STATION,Government
CONCEPCION BARANGAY HEALTH STATION,Government
DAGUPAN BARANGAY HEALTH STATION,Government
DOONG MATERNITY CLINIC,Private
GARSIKA BARANGAY HEALTH STATION,Government
GUANGAN BARANGAY HEALTH STATION,Government
INDANGAN BARANGAY HEALTH STATION,Government
JOSE RIZAL BARANGAY HEALTH STATION,Government
KATIPUNAN II BARANGAY HEALTH STATION,Government
KAWAYANON BARANGAY HEALTH STATION,Government
KISANTE BARANGAY HEALTH STATION,Government
LEBOCE BARANGAY HEALTH STATION,Government
LIBERTAD BARANGAY HEALTH STATION,Government
LUAYON BARANGAY HEALTH STATION,Government
LUNA NORTE BARANGAY HEALTH STATION,Government
LUNA SUR BARANGAY HEALTH STATION,Government
"MAKILALA MEDICAL SPECIALIST HOSPITAL, INC.",Private
"MAKILALA MIDWAY HOSPITAL, INC.",Private
MAKILALA RURAL HEALTH UNIT,Government
MAKILALA RURAL HEALTH UNIT BIRTHING HOME,Government
MALABUAN BARANGAY HEALTH STATION,Government
MALASILA BARANGAY HEALTH STATION,Government
MALUNGON BARANGAY HEALTH STATION,Government
MT. APO BIRTHING HOME AND CLINIC 2,Private
NAZARENA MORALES QUIBOD BIRTHING HOME,Government
NEW BAGUIO BARANGAY HEALTH STATION,Government
NEW BULATUKAN BARANGAY HEALTH STATION,Government
NEW CEBU BARANGAY HEALTH STATION,Government
NEW ISRAEL BARANGAY HEALTH STATION,Government
OLD BULATUKAN BARANGAY HEALTH STATION,Government
POBLACION BARANGAY HEALTH STATION,Government
RODERO BARANGAY HEALTH STATION,Government
SAGUING BARANGAY HEALTH STATION,Government
SAN VICENTE BARANGAY HEALTH STATION,Government
SANTA FELOMINA BARANGAY HEALTH STATION,Government
SANTO NIÑO BARANGAY HEALTH STATION,Government
SINKATULAN BARANGAY HEALTH STATION,Government
TALUNTALUNAN BARANGAY HEALTH STATION,Government
VILLAFLORES BHS,Government
ARAKAN HEALTH CENTER,Government
BABOL GENERAL HOSPITAL,Private
BANGBANG BARANGAY HEALTH STATION,Government
BATO BARANGAY HEALTH CENTER,Government
CENTRAL MALAMOTE BARANGAY HEALTH STATION,Government
DALAPITAN BARANGAY HEALTH STATION,Government
ESTADO BARANGAY HEALTH STATION,Government
ILIAN BARANGAY HEALTH STATION,Government
KABULACAN BARANGAY HEALTH STATION,Government
KIBIA BARANGAY HEALTH STATION,Government
KIBUDOC BARANGAY HEALTH STATION,Government
KIDAMA BARANGAY HEALTH STATION,Government
KILADA BARANGAY HEALTH STATION,Government
LAMPAYAN BARANGAY HEALTH STATION,Government
LATAGAN HEALTH CENTER,Government
LINAO BARANGAY HEALTH STATION,Government
LOWER MALAMOTE BARANGAY HEALTH STATION,Government
MANUBUAN BARANGAY HEALTH STATION,Government
